Recommended Course,"How much do you enjoy subjects like Math and Science? (0 = Not at all, 5 = Very much)","How interested are you in pursuing Engineering or Technical fields? (0 = Not interested, 5 = Very interested)","How comfortable are you with using computers and technology? (0 = Not comfortable, 5 = Very comfortable)","Do you prefer hands-on practical work over theoretical study? (0 = Strongly disagree, 5 = Strongly agree)","How much do you enjoy working with numbers and solving mathematical problems? (0 = Not at all, 5 = Very much)","Are you interested in learning about business operations and finance? (0 = Not interested, 5 = Very interested)","How much do you enjoy designing and creating things? (0 = Not at all, 5 = Very much)","How interested are you in healthcare and wellness fields? (0 = Not interested, 5 = Very interested)","Do you enjoy working with machines and understanding how they function? (0 = Not at all, 5 = Very much)","How interested are you in coding and software development? (0 = Not interested, 5 = Very interested)","Do you enjoy analyzing data and making sense of information? (0 = Not at all, 5 = Very much)","How important is job stability when considering your future career? (0 = Not important, 5 = Very important)","Are you interested in environmental issues and sustainability? (0 = Not interested, 5 = Very interested)","How much do you care about making a positive impact on society? (0 = Not at all, 5 = Very much)","How interested are you in the hospitality and tourism industry? (0 = Not interested, 5 = Very interested)","How passionate are you about media and communication? (0 = Not passionate, 5 = Very passionate)","How much do you enjoy solving complex scientific problems? (0 = Not at all, 5 = Very much)","How interested are you in managing projects or leading teams? (0 = Not interested, 5 = Very interested)","Do you prefer courses that involve a lot of teamwork or group projects? (0 = Strongly disagree, 5 = Strongly agree)","How important is it for you to have the opportunity to work internationally in your career? (0 = Not important, 5 = Very important)","How much do you enjoy practical design and creative arts? (0 = Not at all, 5 = Very much)","Are you interested in studying the life sciences or health sciences? (0 = Not interested, 5 = Very interested)","How much do you value sustainability and green technologies in your career choice? (0 = Not at all, 5 = Very much)","Do you have a strong interest in technology trends like AI and Data Science? (0 = Not interested, 5 = Very interested)","How much do you enjoy exploring cultural and social issues? (0 = Not at all, 5 = Very much)",Recommendation
Diploma in Advanced and Digital Manufacturing,5,2,1,1,2,3,0,0,2,0,4,5,2,5,2,5,5,4,3,1,0,3,0,1,0,"You might consider this course, but explore other options too."
Diploma in Advanced and Digital Manufacturing,3,4,1,0,3,1,5,2,2,1,5,4,2,2,3,0,2,4,1,4,4,3,4,1,0,"You might consider this course, but explore other options too."
Diploma in Advanced and Digital Manufacturing,4,4,5,0,0,1,3,4,1,0,0,5,2,5,4,5,0,0,4,2,5,4,5,2,4,"You might consider this course, but explore other options too."
Diploma in Advanced and Digital Manufacturing,0,3,1,2,5,5,4,1,3,5,1,0,5,0,4,0,0,4,0,1,4,5,0,5,5,"You might consider this course, but explore other options too."
Diploma in Advanced and Digital Manufacturing,1,0,4,0,4,0,0,4,1,5,2,0,2,4,1,3,0,1,0,3,2,2,4,2,5,"You might consider this course, but explore other options too."
Diploma in Advanced and Digital Manufacturing,1,1,3,0,4,0,2,2,0,5,2,3,3,2,1,5,4,2,5,5,3,1,4,1,5,"You might consider this course, but explore other options too."
Diploma in Culinary and Catering Management,5,0,3,0,1,2,2,2,0,1,3,2,2,1,2,0,1,0,0,1,3,1,2,3,4,This course may not align well with your interests.
Diploma in Culinary and Catering Management,3,0,5,0,2,3,4,5,4,4,0,5,3,2,2,1,3,1,5,5,0,3,4,4,0,"You might consider this course, but explore other options too."
Diploma in Culinary and Catering Management,3,5,3,2,4,2,0,0,5,3,4,5,3,2,5,5,2,4,1,0,1,2,1,4,4,"You might consider this course, but explore other options too."
Diploma in Culinary and Catering Management,2,1,2,3,5,1,0,3,2,4,2,3,4,2,1,0,1,2,3,5,4,2,1,1,5,"You might consider this course, but explore other options too."
Diploma in Culinary and Catering Management,3,5,3,2,4,2,0,0,5,3,4,5,3,2,5,5,2,4,1,0,1,2,1,4,4,"You might consider this course, but explore other options too."
Diploma in Culinary and Catering Management,3,1,0,3,3,4,2,2,1,0,3,0,4,4,3,5,0,5,5,5,3,4,4,0,5,"You might consider this course, but explore other options too."
Diploma in Culinary and Catering Management,2,0,0,5,0,1,4,1,4,2,3,1,0,1,1,2,1,3,0,3,0,1,1,5,0,This course may not align well with your interests.
Diploma in Culinary and Catering Management,3,0,5,0,2,3,4,5,4,4,0,5,3,2,2,1,3,1,5,5,0,3,4,4,0,"You might consider this course, but explore other options too."
Diploma in Culinary and Catering Management,5,0,3,0,1,2,2,2,0,1,3,2,2,1,2,0,1,0,0,1,3,1,2,3,4,This course may not align well with your interests.
Diploma in Culinary and Catering Management,2,5,1,0,4,0,3,3,0,1,0,3,1,3,4,5,0,1,0,0,3,0,1,2,1,This course may not align well with your interests.
Diploma in Culinary and Catering Management,2,1,2,3,5,1,0,3,2,4,2,3,4,2,1,0,1,2,3,5,4,2,1,1,5,"You might consider this course, but explore other options too."
Diploma in Culinary and Catering Management,2,5,1,0,4,0,3,3,0,1,0,3,1,3,4,5,0,1,0,0,3,0,1,2,1,This course may not align well with your interests.
Diploma in Culinary and Catering Management,2,3,2,3,1,1,2,1,2,2,5,2,5,3,3,1,1,0,3,2,1,2,4,4,5,"You might consider this course, but explore other options too."
Diploma in Culinary and Catering Management,5,4,5,4,3,5,3,4,4,1,1,4,5,0,4,4,5,5,5,5,3,5,5,4,3,"Recommended course, you may find it interesting."
Diploma in Culinary and Catering Management,0,1,1,3,2,1,4,5,0,4,2,2,5,2,4,5,2,5,3,4,0,2,3,0,3,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,4,5,3,5,0,4,2,1,3,4,5,5,0,2,2,3,2,3,2,0,0,0,0,5,1,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,4,5,4,4,2,5,2,1,1,1,4,0,4,2,5,2,0,3,1,3,2,5,5,3,5,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,4,5,2,5,0,4,2,2,5,5,0,3,0,2,2,4,5,2,1,0,2,4,0,5,0,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,5,4,3,4,4,4,2,5,3,5,3,5,4,3,0,0,2,4,5,0,4,3,3,4,4,"Recommended course, you may find it interesting."
Diploma in Infocomm and Media Engineering,5,4,3,4,2,1,2,3,5,4,4,0,1,2,0,1,3,2,2,2,1,1,3,3,0,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,5,5,2,5,2,5,2,0,0,5,1,2,5,2,2,2,3,3,4,3,2,2,0,3,1,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,4,5,3,4,2,3,2,0,3,4,1,3,2,1,3,5,1,3,0,5,5,2,2,2,3,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,5,4,2,4,4,5,2,2,2,5,4,3,0,1,1,2,3,4,1,5,5,1,5,0,5,"Recommended course, you may find it interesting."
Diploma in Infocomm and Media Engineering,4,5,3,5,0,4,2,1,3,4,5,5,0,2,2,3,2,3,2,0,0,0,0,5,1,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,4,5,2,5,0,4,2,2,5,5,0,3,0,2,2,4,5,2,1,0,2,4,0,5,0,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,5,5,5,4,0,2,2,5,0,1,2,3,5,2,2,3,5,3,1,0,4,4,5,4,0,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,5,5,5,1,5,4,3,4,0,4,0,4,5,1,2,1,3,4,0,4,1,1,2,0,5,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,4,5,4,4,2,5,2,1,1,1,4,0,4,2,5,2,0,3,1,3,2,5,5,3,5,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,4,4,0,4,0,2,2,3,2,5,5,2,5,2,2,4,4,2,0,3,0,1,2,4,0,"You might consider this course, but explore other options too."
Diploma in Infocomm and Media Engineering,5,5,5,1,5,4,3,4,0,4,0,4,5,1,2,1,3,4,0,4,1,1,2,0,5,"You might consider this course, but explore other options too."
Diploma in Health Services Management,2,3,0,2,5,2,1,4,2,4,0,0,5,1,3,3,4,0,4,5,5,2,5,3,3,"You might consider this course, but explore other options too."
Diploma in Health Services Management,0,3,1,0,0,3,0,3,1,0,1,3,4,5,2,2,0,2,3,4,2,0,2,0,2,This course may not align well with your interests.
Diploma in Health Services Management,1,2,2,4,3,2,0,5,5,3,1,0,4,2,5,3,1,2,5,1,3,1,5,2,1,"You might consider this course, but explore other options too."
Diploma in Health Services Management,2,3,0,3,2,1,1,2,1,2,1,0,0,1,2,5,0,4,3,4,5,3,4,5,2,"You might consider this course, but explore other options too."
Diploma in Health Services Management,0,3,1,0,0,3,0,3,1,0,1,3,4,5,2,2,0,2,3,4,2,0,2,0,2,This course may not align well with your interests.
Diploma in Health Services Management,5,1,5,3,4,0,5,1,3,5,4,4,4,5,1,5,3,5,4,1,1,2,3,0,3,"Recommended course, you may find it interesting."
Diploma in Health Services Management,5,3,2,2,5,0,4,3,2,2,2,2,4,3,5,0,1,4,5,4,5,4,2,0,3,"You might consider this course, but explore other options too."
Diploma in Health Services Management,5,5,4,3,3,3,3,5,2,1,4,4,4,2,4,4,1,0,1,3,4,5,4,0,4,"Recommended course, you may find it interesting."
Diploma in Health Services Management,0,3,3,3,1,3,0,0,3,0,4,0,1,0,3,0,0,2,3,5,5,4,3,1,5,"You might consider this course, but explore other options too."
Diploma in Health Services Management,3,4,5,4,5,0,4,1,4,5,1,0,2,2,3,3,5,3,5,3,0,4,1,1,0,"You might consider this course, but explore other options too."
Diploma in Health Services Management,5,3,2,2,5,0,4,3,2,2,2,2,4,3,5,0,1,4,5,4,5,4,2,0,3,"You might consider this course, but explore other options too."
Diploma in Health Services Management,4,4,5,1,4,5,0,2,5,2,1,5,3,5,2,5,3,4,1,5,2,1,2,3,4,"Recommended course, you may find it interesting."
Diploma in Health Services Management,1,5,0,5,4,0,5,5,5,1,4,2,5,0,5,0,3,0,3,4,4,1,0,0,5,"You might consider this course, but explore other options too."
Diploma in Health Services Management,5,5,4,3,3,3,3,5,2,1,4,4,4,2,4,4,1,0,1,3,4,5,4,0,4,"Recommended course, you may find it interesting."
Diploma in Health Services Management,1,2,2,4,3,2,0,5,5,3,1,0,4,2,5,3,1,2,5,1,3,1,5,2,1,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,3,0,3,3,2,3,3,3,1,1,4,2,0,2,1,5,4,0,2,2,4,5,5,4,0,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,4,1,2,1,2,1,2,0,2,4,0,3,2,2,5,1,5,1,5,1,1,4,1,3,3,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,0,2,5,2,3,0,3,5,0,5,4,5,0,5,4,1,0,3,3,0,2,3,4,1,5,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,1,2,1,3,1,4,3,1,0,4,4,2,2,4,1,4,2,1,3,2,0,0,2,1,5,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,5,0,3,4,4,5,4,0,0,5,3,5,4,1,4,2,1,4,0,3,5,0,2,1,4,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,3,5,0,0,1,1,2,2,3,5,2,3,3,1,5,0,3,3,0,1,1,1,0,0,1,This course may not align well with your interests.
Common Infocomm Technology Programme,0,1,0,4,1,1,1,1,0,0,3,1,1,2,5,1,3,0,3,2,3,2,3,5,3,This course may not align well with your interests.
Common Infocomm Technology Programme,3,5,0,0,1,1,2,2,3,5,2,3,3,1,5,0,3,3,0,1,1,1,0,0,1,This course may not align well with your interests.
Common Infocomm Technology Programme,2,1,3,5,3,4,0,2,5,0,1,3,2,3,4,2,3,0,4,0,3,4,0,1,3,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,1,2,1,3,1,4,3,1,0,4,4,2,2,4,1,4,2,1,3,2,0,0,2,1,5,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,4,2,3,3,4,4,2,1,0,1,1,0,5,0,3,3,4,4,1,1,2,4,4,1,4,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,3,0,3,3,2,3,3,3,1,1,4,2,0,2,1,5,4,0,2,2,4,5,5,4,0,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,2,1,3,5,3,4,0,2,5,0,1,3,2,3,4,2,3,0,4,0,3,4,0,1,3,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,5,0,4,3,4,5,2,1,3,2,0,1,5,5,1,5,4,1,1,4,1,4,4,0,2,"You might consider this course, but explore other options too."
Common Infocomm Technology Programme,3,1,3,3,1,3,2,1,1,1,2,3,1,0,5,1,4,3,3,2,0,0,3,5,5,"You might consider this course, but explore other options too."
Common Design and Media Programme,4,2,0,5,3,2,4,1,5,3,0,3,5,3,3,3,2,4,0,0,3,0,5,0,2,"You might consider this course, but explore other options too."
Common Design and Media Programme,4,0,5,5,4,0,5,1,0,1,1,2,4,2,3,2,1,4,4,4,2,3,2,3,3,"You might consider this course, but explore other options too."
Common Design and Media Programme,3,2,0,5,4,3,4,5,1,4,1,3,3,2,3,2,4,2,3,1,3,4,2,0,4,"You might consider this course, but explore other options too."
Common Design and Media Programme,5,2,5,5,0,5,4,2,0,5,5,3,2,1,5,1,3,0,2,3,4,0,0,0,5,"You might consider this course, but explore other options too."
Common Design and Media Programme,4,3,0,5,0,4,4,4,2,1,1,3,5,2,2,4,0,1,5,4,4,2,2,0,4,"You might consider this course, but explore other options too."
Common Design and Media Programme,3,5,5,5,0,5,5,5,2,3,4,2,5,2,3,1,4,1,4,3,1,5,3,4,1,"Recommended course, you may find it interesting."
Common Design and Media Programme,3,4,4,3,5,5,5,3,0,1,3,3,5,1,5,4,4,0,1,1,0,1,0,4,0,"You might consider this course, but explore other options too."
Common Design and Media Programme,5,2,4,5,4,0,5,1,5,2,2,2,2,1,2,0,1,0,4,5,2,3,4,3,1,"You might consider this course, but explore other options too."
Common Design and Media Programme,3,5,5,5,5,3,4,5,4,4,1,3,0,1,2,5,1,0,2,3,3,0,0,1,5,"You might consider this course, but explore other options too."
Common Design and Media Programme,4,0,5,5,4,0,5,1,0,1,1,2,4,2,3,2,1,4,4,4,2,3,2,3,3,"You might consider this course, but explore other options too."
Common Design and Media Programme,5,1,1,5,0,5,5,5,1,4,5,2,5,1,1,2,2,4,2,2,3,2,5,3,2,"You might consider this course, but explore other options too."
Common Design and Media Programme,3,1,4,5,2,0,2,4,2,0,0,3,2,1,3,1,4,3,3,4,1,2,4,3,5,"You might consider this course, but explore other options too."
Common Design and Media Programme,5,1,1,5,0,5,5,5,1,4,5,2,5,1,1,2,2,4,2,2,3,2,5,3,2,"You might consider this course, but explore other options too."
Common Design and Media Programme,3,4,4,5,3,5,5,5,4,0,2,2,2,2,1,3,4,0,2,4,0,3,2,4,2,"You might consider this course, but explore other options too."
Common Design and Media Programme,5,4,4,5,3,3,5,0,5,3,3,3,0,1,1,2,4,5,0,4,5,4,0,1,3,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,5,4,5,5,1,2,2,4,3,5,1,3,2,1,0,2,0,2,4,3,3,1,5,0,3,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,4,4,5,5,0,3,3,4,2,4,4,1,0,1,2,4,0,3,0,4,0,0,3,5,3,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,5,4,5,5,1,2,2,4,3,5,1,3,2,1,0,2,0,2,4,3,3,1,5,0,3,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,5,5,5,5,0,1,2,2,1,4,5,1,5,1,5,3,0,2,1,1,5,3,2,2,2,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,4,4,4,5,3,0,2,1,3,4,2,4,4,1,2,1,0,3,2,0,0,2,2,0,1,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,4,4,2,4,2,3,3,2,1,5,3,3,1,2,3,5,5,4,5,0,4,2,4,0,2,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,5,5,5,5,0,1,2,2,1,4,5,1,5,1,5,3,0,2,1,1,5,3,2,2,2,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,5,4,0,5,5,3,3,5,0,4,1,0,0,1,1,2,0,3,1,5,3,5,3,3,0,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,4,4,5,5,0,3,3,4,2,4,4,1,0,1,2,4,0,3,0,4,0,0,3,5,3,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,4,4,4,5,3,0,2,1,3,4,2,4,4,1,2,1,0,3,2,0,0,2,2,0,1,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,4,5,4,5,3,4,2,1,2,5,5,1,4,1,1,5,4,3,0,3,0,1,2,1,1,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,5,4,2,4,1,5,3,1,3,4,0,3,3,1,2,2,3,3,2,2,3,2,1,5,1,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,5,4,0,5,5,3,3,5,0,4,1,0,0,1,1,2,0,3,1,5,3,5,3,3,0,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,4,4,5,5,0,3,3,5,5,5,4,0,1,1,4,0,0,3,0,3,2,0,4,3,4,"You might consider this course, but explore other options too."
Diploma in Engineering with Business,5,4,5,4,3,3,3,4,3,5,0,0,0,2,0,2,5,4,2,4,0,2,1,5,1,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,5,1,4,2,1,3,0,5,4,0,2,5,3,4,0,2,0,2,2,2,2,5,4,4,1,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,3,3,2,2,1,4,5,1,5,1,4,2,3,0,0,5,1,2,5,3,3,4,2,3,0,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,1,4,1,3,2,1,1,4,1,2,0,1,0,3,3,1,5,1,1,1,2,0,0,3,1,This course may not align well with your interests.
Diploma in Medical Biotechnology,5,2,0,4,2,0,4,2,2,1,0,5,1,2,0,2,4,2,0,1,4,3,0,5,0,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,0,3,0,0,3,2,3,1,5,3,5,4,4,2,0,5,5,3,3,4,3,2,5,1,0,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,4,5,4,0,4,3,5,0,3,4,4,3,4,1,1,5,5,0,1,2,3,4,0,1,4,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,5,2,0,4,2,0,4,2,2,1,0,5,1,2,0,2,4,2,0,1,4,3,0,5,0,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,4,5,4,0,4,3,5,0,3,4,4,3,4,1,1,5,5,0,1,2,3,4,0,1,4,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,0,3,0,0,3,2,3,1,5,3,5,4,4,2,0,5,5,3,3,4,3,2,5,1,0,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,4,1,4,0,5,1,1,0,0,4,2,1,5,2,3,0,3,0,0,4,3,3,3,4,0,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,0,3,3,0,5,2,4,4,4,0,5,5,1,5,3,2,4,0,3,0,4,3,1,1,5,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,5,0,3,4,4,1,2,0,1,5,5,5,0,0,3,1,5,3,5,5,1,1,3,4,2,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,2,3,0,4,0,2,3,0,3,0,3,1,5,5,3,0,5,0,1,1,1,2,5,2,4,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,3,3,5,5,1,4,4,1,3,4,1,2,1,0,1,3,5,4,3,5,5,1,1,0,2,"You might consider this course, but explore other options too."
Diploma in Medical Biotechnology,4,3,1,2,1,5,5,4,5,0,3,1,2,5,3,3,3,1,2,2,5,2,0,1,2,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,4,3,3,3,2,5,5,4,1,2,1,5,2,0,4,0,4,2,5,0,2,3,1,5,4,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,5,1,0,0,0,4,4,4,4,4,5,5,0,3,5,5,5,5,5,1,5,0,2,4,3,"Recommended course, you may find it interesting."
Diploma in Aerospace Systems and Management,3,3,1,2,2,0,5,1,2,4,4,2,3,0,1,5,1,2,1,5,1,1,3,1,4,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,3,1,1,3,4,1,0,1,1,4,3,2,1,3,4,4,3,3,2,4,5,5,4,4,1,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,3,3,4,0,0,5,3,3,3,2,0,2,5,5,0,0,4,3,3,0,0,0,1,4,5,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,3,3,1,2,2,0,5,1,2,4,4,2,3,0,1,5,1,2,1,5,1,1,3,1,4,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,3,1,1,3,4,1,0,1,1,4,3,2,1,3,4,4,3,3,2,4,5,5,4,4,1,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,0,5,4,3,1,1,0,1,2,1,1,5,2,4,5,1,1,5,3,4,2,0,3,0,1,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,1,1,1,1,1,5,0,3,3,1,4,4,4,5,0,4,1,5,2,2,2,5,3,1,4,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,0,4,0,2,0,5,1,5,5,5,2,4,1,5,5,2,2,4,2,2,5,2,2,1,5,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,1,1,1,1,1,5,0,3,3,1,4,4,4,5,0,4,1,5,2,2,2,5,3,1,4,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,1,2,2,4,4,3,2,2,5,1,2,1,4,4,5,2,5,5,5,2,0,5,5,1,5,"Recommended course, you may find it interesting."
Diploma in Aerospace Systems and Management,3,1,1,3,4,1,0,1,1,4,3,2,1,3,4,4,3,3,2,4,5,5,4,4,1,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,0,1,0,5,3,4,4,2,3,3,5,3,0,5,4,4,5,2,1,3,3,2,4,3,5,"You might consider this course, but explore other options too."
Diploma in Aerospace Systems and Management,3,1,1,3,4,1,0,1,1,4,3,2,1,3,4,4,3,3,2,4,5,5,4,4,1,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,4,3,1,5,2,4,1,0,2,2,5,3,5,3,4,3,1,2,1,0,2,4,3,2,2,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,4,1,0,3,1,0,3,3,1,5,4,3,4,4,1,3,1,5,0,0,0,4,3,2,1,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,3,1,2,1,1,4,4,1,5,0,1,1,0,3,5,5,2,2,4,0,4,1,4,2,4,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,1,0,5,5,5,2,4,3,0,0,2,2,0,1,5,3,0,2,5,1,2,0,1,3,3,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,0,1,2,5,3,5,1,0,1,3,4,0,5,0,3,3,2,0,2,3,2,2,1,3,1,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,1,0,5,5,5,2,4,3,0,0,2,2,0,1,5,3,0,2,5,1,2,0,1,3,3,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,0,4,0,5,3,2,0,4,3,2,3,4,4,2,1,1,1,5,5,1,4,3,1,1,3,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,3,2,0,5,1,5,1,2,0,5,5,0,4,2,1,0,5,4,2,2,0,2,0,4,2,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,0,2,1,3,1,5,0,3,0,0,0,2,1,4,2,0,5,4,1,2,2,0,2,1,2,This course may not align well with your interests.
Diploma in Robotics and Mechatronics,4,3,1,5,2,4,1,0,2,2,5,3,5,3,4,3,1,2,1,0,2,4,3,2,2,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,5,3,2,1,4,5,0,5,2,5,4,0,1,2,3,3,0,0,0,5,5,5,2,1,5,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,4,1,0,3,1,0,3,3,1,5,4,3,4,4,1,3,1,5,0,0,0,4,3,2,1,"You might consider this course, but explore other options too."
Diploma in Robotics and Mechatronics,3,1,2,1,1,4,4,1,5,0,1,1,0,3,5,5,2,2,4,0,4,1,4,2,4,"You might consider this course, but explore other options too."
